title,rating
Harley Davidson and the Marlboro Man (1991),2.5
Losin' It (1983),1.0
Mermaids (1990),4.0
Navy Seals (1990),1.5
Manhunter (1986),4.0
Reversal of Fortune (1990),4.0
Death on the Nile (1978),3.0
Revenge of the Nerds (1984),2.0
Revenge of the Nerds II: Nerds in Paradise (1987),2.0
4 Little Girls (1997),4.0
River's Edge (1986),3.5
Girls Just Want to Have Fun (1985),3.5
"Longest Yard, The (1974)",4.0
Necessary Roughness (1991),2.0
Enemy at the Gates (2001),3.5
Exit Wounds (2001),2.5
"Dish, The (2001)",4.0
Memento (2000),4.5
Heartbreakers (2001),2.5
Say It Isn't So (2001),2.5
Someone Like You (2001),3.5
Spy Kids (2001),3.0
Tomcats (2001),2.5
"Tailor of Panama, The (2001)",3.5
Amores Perros (Love's a Bitch) (2000),4.5
Keep the River on Your Right: A Modern Cannibal Tale (2000),3.5
"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",4.0
Along Came a Spider (2001),3.5
Blow (2001),4.0
Just Visiting (2001),2.0
Pokémon 3: The Movie (2001),1.5
Beautiful Creatures (2000),2.0
Brigham City (2001),4.0
Bridget Jones's Diary (2001),4.0
Joe Dirt (2001),2.5
Josie and the Pussycats (2001),2.5
Chopper (2000),2.0
"Circle, The (Dayereh) (2000)",3.5
Crocodile Dundee in Los Angeles (2001),0.5
Freddy Got Fingered (2001),1.0
"Center of the World, The (2001)",3.5
"Luzhin Defence, The (2000)",3.5
"Visit, The (2000)",2.0
Scarface (1983),4.0
Days of Wine and Roses (1962),4.0
Driven (2001),3.0
One Night at McCool's (2001),3.5
Town & Country (2001),2.5
"Mummy Returns, The (2001)",3.5
Under the Sand (2000),4.5
Krull (1983),2.5
Lost in America (1985),2.5
Triumph of the Will (Triumph des Willens) (1934),4.0
"World According to Garp, The (1982)",4.0
Fellini Satyricon (1969),3.5
Frankie and Johnny (1966),3.0
Frankie and Johnny (1991),3.0
"City of Women, The (Città delle donne, La) (1980)",3.0
For the Boys (1991),2.0
Nine to Five (a.k.a. 9 to 5) (1980),2.0
Norma Rae (1979),3.5
Summer Rental (1985),2.0
"5,000 Fingers of Dr. T, The (1953)",4.0
Love Story (1970),3.0
Pelle the Conqueror (Pelle erobreren) (1987),4.0
Rififi (Du rififi chez les hommes) (1955),4.5
"Knight's Tale, A (2001)",3.5
Bread and Roses (2000),4.0
Startup.com (2001),3.5
Angel Eyes (2001),1.0
Shrek (2001),4.0
"Fast Food, Fast Women (2000)",4.5
Moulin Rouge (2001),2.0
Pearl Harbor (2001),2.0
Himalaya (Himalaya - l'enfance d'un chef) (1999),3.5
"Man Who Cried, The (2000)",4.0
Ice Castles (1978),2.0
Love Potion #9 (1992),3.0
City Slickers (1991),2.5
Eight Men Out (1988),4.0
"Horse Soldiers, The (1959)",4.0
"Night, The (Notte, La) (1960)",4.0
Mississippi Burning (1988),3.0
"Magnificent Seven, The (1960)",2.5
Rio Bravo (1959),4.0
Throw Momma from the Train (1987),3.0
Yi Yi (2000),4.0
"Sand Pebbles, The (1966)",3.5
Twelve O'Clock High (1949),4.5
Von Ryan's Express (1965),4.0
"Animal, The (2001)",2.0
Big Eden (2000),4.5
Evolution (2001),3.5
Swordfish (2001),2.5
"Anniversary Party, The (2001)",4.0
Divided We Fall (Musíme si pomáhat) (2000),4.0
Catch-22 (1970),4.0
Forgotten Silver (1996),4.0
Point Break (1991),3.0
Uncommon Valor (1983),3.0
Unlawful Entry (1992),2.5
Youngblood (1986),2.0
Gentlemen Prefer Blondes (1953),4.5
How to Marry a Millionaire (1953),4.5
"Seven Year Itch, The (1955)",3.5
Tootsie (1982),4.0
Atlantis: The Lost Empire (2001),3.5
Lara Croft: Tomb Raider (2001),2.5
Dr. Dolittle 2 (2001),2.0
"Fast and the Furious, The (2001)",3.5
A.I. Artificial Intelligence (2001),4.0
Baby Boy (2001),0.5
Crazy/Beautiful (2001),3.0
Pootie Tang (2001),3.0
Let It Snow (1999),4.5
Sexy Beast (2000),4.0
"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",3.5
"Closet, The (Placard, Le) (2001)",3.5
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",4.0
Lumumba (2000),3.0
Cats & Dogs (2001),2.0
Kiss of the Dragon (2001),4.0
Scary Movie 2 (2001),2.0
Lost and Delirious (2001),3.5
Rape Me (Baise-moi) (2000),3.5
Alice (1990),3.0
Another Woman (1988),4.5
Beach Blanket Bingo (1965),1.5
Big Deal on Madonna Street (I Soliti Ignoti) (1958),4.0
"Cannonball Run, The (1981)",2.0
Cannonball Run II (1984),2.5
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",4.0
Dr. Goldfoot and the Bikini Machine (1965),5.0
"Fall of the House of Usher, The (House of Usher) (1960)",3.0
Faust (1926),4.0
"Man Who Shot Liberty Valance, The (1962)",4.0
Salvador (1986),4.5
September (1987),3.5
Shadows and Fog (1991),3.5
Something Wild (1986),4.0
"Thing with Two Heads, The (1972)",0.5
All That Heaven Allows (1955),4.5
"Barefoot Contessa, The (1954)",3.0
Cries and Whispers (Viskningar och rop) (1972),4.0
"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",4.0
Kiss Me Deadly (1955),4.0
"Lion in Winter, The (1968)",3.5
"Misfits, The (1961)",3.0
Moby Dick (1956),4.5
Sweet Smell of Success (1957),4.5
Written on the Wind (1956),4.5
"10th Victim, The (La decima vittima) (1965)",4.0
Obsession (1976),3.0
Suspiria (1977),4.5
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",4.5
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),4.0
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",3.5
Game of Death (1978),4.0
"Last Dragon, The (1985)",2.0
Outland (1981),2.5
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",4.5
T-Rex: Back to the Cretaceous (1998),4.0
Final Fantasy: The Spirits Within (2001),3.0
Legally Blonde (2001),2.0
"Score, The (2001)",4.0
Adanggaman (2000),2.0
Bully (2001),2.5
Jump Tomorrow (2001),3.5
Made (2001),2.5
Michael Jordan to the Max (2000),3.5
More (1998),5.0
Africa: The Serengeti (1994),4.0
Alaska: Spirit of the Wild (1997),4.0
18 Again! (1988),1.5
1969 (1988),2.0
"Accidental Tourist, The (1988)",4.0
"Accused, The (1988)",4.0
Above the Law (1988),2.5
"Adventures of Baron Munchausen, The (1988)",4.0
Ariel (1988),3.0
Arthur 2: On the Rocks (1988),1.5
Bat*21 (1988),3.0
Beaches (1988),3.0
"Beast of War, The (Beast, The) (1988)",4.0
Big Business (1988),2.0
Big Top Pee-Wee (1988),2.0
Biloxi Blues (1988),3.5
"Blob, The (1988)",3.0
"Bright Lights, Big City (1988)",3.0
Caddyshack II (1988),2.0
Camille Claudel (1988),4.0
Cocktail (1988),3.5
Colors (1988),3.5
Coming to America (1988),3.0
"Couch Trip, The (1988)",2.0
Critters (1986),3.0
Crossing Delancey (1988),5.0
D.O.A. (1988),3.5
Dead Heat (1988),3.0
"Dead Pool, The (1988)",3.0
Dirty Rotten Scoundrels (1988),4.0
Drowning by Numbers (1988),4.0
Ernest Saves Christmas (1988),1.5
Feds (1988),1.5
For Keeps (1988),3.0
Frantic (1988),3.5
Gorillas in the Mist (1988),4.0
"Great Outdoors, The (1988)",3.0
High Spirits (1988),2.0
Johnny Be Good (1988),3.0
Lady in White (a.k.a. The Mystery of the Lady in White) (1988),1.5
The Lair of the White Worm (1988),3.0
"Land Before Time, The (1988)",3.0
License to Drive (1988),2.0
Little Nikita (1988),3.0
Masquerade (1988),1.0
Milagro Beanfield War (1988),3.5
Moon Over Parador (1988),3.0
My Stepmother Is an Alien (1988),3.5
"Night in the Life of Jimmy Reardon, A (1988)",2.5
Bagdad Cafe (Out of Rosenheim) (1987),4.0
Red Heat (1988),2.5
"Return of the Living Dead, The (1985)",4.0
Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),2.5
"Man from Snowy River, The (1982)",3.5
Running on Empty (1988),4.0
"Serpent and the Rainbow, The (1988)",3.5
Short Circuit 2 (1988),2.5
Short Circuit (1986),3.0
"Vanishing, The (Spoorloos) (1988)",4.0
"Tetsuo, the Ironman (Tetsuo) (1988)",4.0
They Live (1988),4.0
Tucker: The Man and His Dream (1988),3.0
Twins (1988),2.0
Without a Clue (1988),4.0
Young Einstein (1988),2.0
Always (1989),2.0
American Ninja (1985),2.5
Best of the Best (1989),2.5
Bill & Ted's Excellent Adventure (1989),4.0
Black Rain (1989),3.0
Blaze (1989),2.0
Blind Fury (1989),3.5
Casualties of War (1989),3.5
Chances Are (1989),3.0
Cyborg (1989),0.0
Dad (1989),4.0
Disorganized Crime (1989),4.0
Dream a Little Dream (1989),2.0
"Dream Team, The (1989)",3.0
Earth Girls Are Easy (1988),2.0
Eddie and the Cruisers (1983),2.0
Erik the Viking (1989),3.0
Family Business (1989),2.0
Farewell to the King (1989),3.0
Fat Man and Little Boy (1989),3.5
Gleaming the Cube (1989),2.0
Great Balls of Fire! (1989),2.5
Gross Anatomy (a.k.a. A Cut Above) (1989),3.0
Harlem Nights (1989),3.0
Her Alibi (1989),2.5
How to Get Ahead in Advertising (1989),3.5
"Innocent Man, An (1989)",2.0
"January Man, The (1989)",2.0
Johnny Handsome (1989),4.0
Jesus of Montreal (Jésus de Montréal) (1989),4.5
K-9 (1989),2.0
Kickboxer (1989),2.5
Last Exit to Brooklyn (1989),4.0
Lean on Me (1989),4.0
Let It Ride (1989),3.5
Little Monsters (1989),2.5
Look Who's Talking (1989),1.0
Loverboy (1989),2.5
Major League (1989),2.5
Meet the Feebles (1989),3.0
Millennium (1989),2.0
Miracle Mile (1989),3.5
New York Stories (1989),3.0
Next of Kin (1989),2.0
No Holds Barred (1989),1.0
"Package, The (1989)",3.0
Penn & Teller Get Killed (1989),4.0
Pink Cadillac (1989),1.0
"Punisher, The (1989)",2.5
Jurassic Park III (2001),2.5
America's Sweethearts (2001),3.0
Brother (2000),4.0
Ghost World (2001),4.0
Hedwig and the Angry Inch (2000),3.0
Planet of the Apes (2001),2.0
Bread and Tulips (Pane e tulipani) (2000),4.0
Cure (1997),4.5
Greenfingers (2000),1.5
Wet Hot American Summer (2001),4.0
"Return of the Musketeers, The (1989)",3.0
Road House (1989),2.5
Santa Sangre (1989),3.5
Scenes from the Class Struggle in Beverly Hills (1989),4.0
Sea of Love (1989),3.0
"See No Evil, Hear No Evil (1989)",3.5
She's Out of Control (1989),2.5
Skin Deep (1989),3.0
"Stepfather, The (1987)",2.5
Sweetie (1989),3.5
"Tall Guy, The (1989)",3.0
Tango & Cash (1989),1.5
Three Fugitives (1989),1.0
Troop Beverly Hills (1989),3.0
Turner & Hooch (1989),3.0
UHF (1989),2.0
Uncle Buck (1989),2.0
"War of the Roses, The (1989)",4.0
"Wizard, The (1989)",3.0
Weekend at Bernie's II (1993),2.0
Billy Liar (1963),3.5
Black Robe (1991),3.5
"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",3.5
"Cotton Club, The (1984)",3.5
Who'll Stop the Rain (1978),4.0
Basket Case (1982),3.0
Original Sin (2001),3.0
"Princess Diaries, The (2001)",3.0
Rush Hour 2 (2001),2.5
Chocolat (1988),2.5
Hatari! (1962),3.0
"Cage aux Folles, La (1978)",3.0
Marat/Sade (1966),4.5
Paint Your Wagon (1969),2.5
"Shootist, The (1976)",3.5
Theremin: An Electronic Odyssey (1993),4.0
Altered States (1980),3.5
Any Which Way You Can (1980),2.0
"Awakening, The (1980)",3.0
"Battle Creek Brawl (Big Brawl, The) (1980)",4.0
American Pie 2 (2001),3.0
Osmosis Jones (2001),3.0
"Others, The (2001)",4.0
American Outlaws (2001),1.5
All Over the Guy (2001),3.0
"Deep End, The (2001)",2.0
Session 9 (2001),3.5
Captain Corelli's Mandolin (2001),3.5
Rat Race (2001),3.0
Bubble Boy (2001),2.0
"Curse of the Jade Scorpion, The (2001)",2.0
Jay and Silent Bob Strike Back (2001),2.0
Ghosts of Mars (2001),2.0
Summer Catch (2001),3.0
Happy Accidents (2000),4.0
Maybe Baby (2000),3.5
Together (Tillsammans) (2000),4.0
Tortilla Soup (2001),3.5
Jeepers Creepers (2001),3.0
O (2001),3.0
3 Ninjas (1992),1.5
3 Ninjas Kick Back (1994),1.0
3 Ninjas Knuckle Up (1995),0.5
"Wicker Man, The (1973)",4.0
"Musketeer, The (2001)",1.5
Rock Star (2001),2.0
Two Can Play That Game (2001),4.0
L.I.E. (2001),4.0
"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",4.0
Into the Arms of Strangers: Stories of the Kindertransport (2000),3.0
"Glass House, The (2001)",2.5
Hardball (2001),3.0
Dinner Rush (2000),3.5
Haiku Tunnel (2001),3.0
Big Trouble (2002),2.0
Glitter (2001),0.5
Training Day (2001),4.0
"American Astronaut, The (2001)",2.5
Liam (2000),2.0
Sidewalks of New York (2001),2.5
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",3.5
"French Lieutenant's Woman, The (1981)",3.0
"Great Silence, The (Grande silenzio, Il) (1969)",4.0
"Legend of Hell House, The (1973)",1.0
Little Man Tate (1991),3.5
Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),5.0
Phantom of the Paradise (1974),4.5
13 Ghosts (1960),3.0
Opera (1987),3.5
Father Goose (1964),3.5
"Grass Is Greener, The (1960)",3.5
Indiscreet (1958),3.5
"It's a Mad, Mad, Mad, Mad World (1963)",3.5
King Solomon's Mines (1937),2.5
"Little Foxes, The (1941)",4.0
Operation Petticoat (1959),3.0
Play Misty for Me (1971),3.5
Pocketful of Miracles (1961),3.5
"Vanishing, The (1993)",2.0
Silkwood (1983),4.0
I Never Promised You a Rose Garden (1977),2.0
Quadrophenia (1979),3.0
SpaceCamp (1986),2.0
When Worlds Collide (1951),5.0
Don't Say a Word (2001),1.5
Hearts in Atlantis (2001),3.0
Zoolander (2001),4.0
Extreme Days (2001),2.0
Joy Ride (2001),3.5
Max Keeble's Big Move (2001),2.0
Serendipity (2001),2.0
"Swamp, The (Ciénaga, La) (2001)",3.0
"Big Red One, The (1980)",4.0
"Boogeyman, The (1980)",3.0
"Party, The (Boum, La) (1980)",3.5
Brubaker (1980),4.0
Can't Stop the Music (1980),3.0
"Changeling, The (1980)",3.5
Coal Miner's Daughter (1980),3.5
"Competition, The (1980)",4.0
"Last Metro, The (Dernier métro, Le) (1980)",4.0
Bandits (2001),2.0
Corky Romano (2001),1.0
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),3.0
Fat Girl (À ma soeur!) (2001),3.0
Mulholland Drive (2001),4.5
My First Mister (2001),3.5
Spriggan (Supurigan) (1998),3.5
Bones (2001),1.5
Dirty Harry (1971),4.0
Fiddler on the Roof (1971),2.5
Making the Grade (1984),2.0
Not Without My Daughter (1991),2.0
Female Trouble (1975),3.0
Titanica (1992),2.5
From Hell (2001),4.0
"Last Castle, The (2001)",3.5
Riding in Cars with Boys (2001),3.0
Focus (2001),3.5
Waking Life (2001),4.0
K-PAX (2001),3.0
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),2.5
Better Than Sex (2000),3.5
Donnie Darko (2001),4.5
High Heels and Low Lifes (2001),3.0
Life as a House (2001),3.5
"Man Who Wasn't There, The (2001)",4.0
"Town is Quiet, The (Ville est tranquille, La) (2000)",4.0
Domestic Disturbance (2001),2.0
"Monsters, Inc. (2001)",4.0
"One, The (2001)",3.0
Tape (2001),3.5
Heist (2001),4.0
Shallow Hal (2001),3.5
When a Stranger Calls (1979),2.5
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4.0
Novocaine (2001),2.0
Black Knight (2001),1.5
Out Cold (2001),3.0
Spy Game (2001),4.0
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",3.0
In the Bedroom (2001),2.5
"Incredible Shrinking Woman, The (1981)",2.0
Jabberwocky (1977),4.0
Funny Girl (1968),4.0
Breathless (À bout de souffle) (1960),3.0
"Beastmaster, The (1982)",2.5
Midway (1976),3.5
MacArthur (1977),4.0
Subway (1985),4.0
"Now, Voyager (1942)",3.0
Little Women (1933),4.0
"Cheap Detective, The (1978)",3.0
Everybody's Famous! (Iedereen beroemd!) (2000),2.0
"Last Wave, The (1977)",3.0
That Obscure Object of Desire (Cet obscur objet du désir) (1977),3.0
"Toy, The (1982)",2.0
Dressed to Kill (1980),1.0
Fame (1980),3.5
"Final Countdown, The (1980)",3.0
Flash Gordon (1980),3.5
"Angry Red Planet, The (1959)",4.5
"Enforcer, The (1976)",4.0
"Eye for an Eye, An (1981)",4.0
"Gauntlet, The (1977)",3.5
Lord of the Flies (1990),3.5
Morons From Outer Space (1985),2.0
"People That Time Forgot, The (1977)",2.5
Ocean's Eleven (a.k.a. Ocean's 11) (1960),4.0
"Stunt Man, The (1980)",4.5
Sudden Impact (1983),3.5
Behind Enemy Lines (2001),4.0
"Affair of the Necklace, The (2001)",3.5
Pornstar: The Legend of Ron Jeremy (2001),2.5
Texas Rangers (2001),2.0
Ocean's Eleven (2001),4.0
Baran (2001),3.5
"Business of Strangers, The (2001)",3.5
"Incredible Shrinking Man, The (1957)",3.0
No Man's Land (2001),4.0
And Then There Were None (1945),4.0
"Blue Angel, The (Blaue Engel, Der) (1930)",4.0
Moscow on the Hudson (1984),3.0
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.0
Not Another Teen Movie (2001),2.5
Vanilla Sky (2001),4.0
Iris (2001),3.5
Kandahar (Safar e Ghandehar) (2001),4.0
Lantana (2001),4.0
"Royal Tenenbaums, The (2001)",4.0
Bill & Ted's Bogus Journey (1991),2.5
Clockwise (1986),4.0
Sheena (1984),1.5
Spacehunter: Adventures in the Forbidden Zone (1983),2.0
White Water Summer (1987),2.0
How High (2001),2.5
Jimmy Neutron: Boy Genius (2001),3.5
Joe Somebody (2001),3.5
Kate & Leopold (2001),3.0
"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5
"Majestic, The (2001)",4.5
"Beautiful Mind, A (2001)",4.0
"Defiant Ones, The (1958)",3.5
"Party, The (1968)",4.0
Topkapi (1964),2.5
Witness for the Prosecution (1957),4.5
Ali (2001),2.5
Black Hawk Down (2001),3.5
Charlotte Gray (2001),4.0
Yentl (1983),4.0
Gosford Park (2001),3.5
I Am Sam (2001),4.0
Monster's Ball (2001),2.5
"Shipping News, The (2001)",3.0
Murder by Death (1976),2.5
"Waterdance, The (1992)",4.0
Orange County (2002),3.0
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",3.0
Another 48 Hrs. (1990),2.5
What Time Is It There? (Ni neibian jidian) (2001),2.0
"Russia House, The (1990)",2.5
"Truly, Madly, Deeply (1991)",4.0
Dragonslayer (1981),4.5
Conan the Destroyer (1984),3.0
Fire and Ice (1983),1.5
Impostor (2002),3.0
Kung Pow: Enter the Fist (2002),4.0
Snow Dogs (2002),2.0
48 Hrs. (1982),4.0
Italian for Beginners (Italiensk for begyndere) (2000),3.0
Blankman (1994),1.5
Brainstorm (1983),3.5
Dragon: The Bruce Lee Story (1993),2.5
Little Dieter Needs to Fly (1997),5.0
M*A*S*H (a.k.a. MASH) (1970),3.5
Seconds (1966),3.5
One-Eyed Jacks (1961),3.0
The Count of Monte Cristo (2002),4.0
"Mothman Prophecies, The (2002)",3.5
"Walk to Remember, A (2002)",4.5
Beijing Bicycle (Shiqi sui de dan che) (2001),4.0
Escaflowne: The Movie (Escaflowne) (2000),3.0
Maelström (2000),4.0
Metropolis (2001),4.0
"Son's Room, The (Stanza del figlio, La) (2001)",4.0
Storytelling (2001),3.0
Waydowntown (2000),4.0
"Adventures of Huck Finn, The (1993)",2.0
Cousins (1989),3.0
Slackers (2002),2.5
Birthday Girl (2001),2.5
Rare Birds (2001),3.5
"Going Places (Valseuses, Les) (1974)",5.0
Big Fat Liar (2002),3.0
Collateral Damage (2002),2.0
Rollerball (2002),2.0
"Scotland, Pa. (2001)",4.5
Baby's Day Out (1994),1.5
Heidi (1937),2.5
Rookie of the Year (1993),2.0
"Sandlot, The (1993)",1.5
Don't Look Now (1973),0.5
Crossroads (2002),1.0
Hart's War (2002),2.5
John Q (2002),2.0
Return to Never Land (2002),4.0
Super Troopers (2001),4.0
"Good Son, The (1993)",1.5
Last Orders (2001),3.0
After the Fox (Caccia alla volpe) (1966),2.5
"Bad and the Beautiful, The (1952)",4.0
Designing Woman (1957),3.5
Sleuth (1972),4.0
Stroszek (1977),4.0
Dragonfly (2002),3.5
Queen of the Damned (2002),2.0
How to Kill Your Neighbor's Dog (2000),3.0
Mean Machine (2001),3.0
Monsoon Wedding (2001),3.0
Wendigo (2001),3.0
Scratch (2001),4.5
"Bad News Bears, The (1976)",4.5
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),4.0
Wild Strawberries (Smultronstället) (1957),3.5
40 Days and 40 Nights (2002),3.0
We Were Soldiers (2002),3.0
"Big Bird Cage, The (1972)",4.5
"Big Doll House, The (1971)",2.5
Ferngully: The Last Rainforest (1992),3.0
Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),4.0
Royal Wedding (1951),3.0
All About the Benjamins (2002),2.5
"Time Machine, The (2002)",3.0
"Magnificent Ambersons, The (1942)",3.5
Fun (1994),4.0
Hangar 18 (1980),4.5
Hopscotch (1980),4.0
Humanoids from the Deep (1980),1.5
Little Darlings (1980),2.0
"Long Good Friday, The (1980)",3.5
Mon oncle d'Amérique (1980),3.0
Motel Hell (1980),3.0
Ffolkes (1979),2.0
"Octagon, The (1980)",3.0
"Oh, God! Book II (1980)",1.5
"Oh, God! (1977)",2.0
Ice Age (2002),4.0
Resident Evil (2002),3.0
Showtime (2002),3.0
Harrison's Flowers (2000),3.0
Kissing Jessica Stein (2001),2.0
Promises (2001),4.0
And Your Mother Too (Y tu mamá también) (2001),4.0
All the Right Moves (1983),2.0
Road to Morocco (1942),3.5
